名称,原名称,年代,地址,批次,等级,经度,纬度,API返回地址,匹配方式,精度,状态,搜索关键词,Longitude,Latitude,经度偏移,纬度偏移
解放大道1277附13号,协和医院包氏楼,约20世纪30年代,武汉市解放大道1277附13号,第十一批,二级,114.302087,30.603731,武汉市江岸区 - 7天连锁酒店(汉口江滩解放公园店)(解放大道劳动街1797号) [POI],POI,精确,成功,解放大道1277附13号,114.29664576039079,30.606141915364876,0.005441239609211834,-0.002410915364876587
新华路体育场,中南体育场,1955年,武汉市新华路17号,第十一批,二级,114.274467,30.585983,武汉市江汉区 - 湖北省武汉市江汉区新华路17号,geocode,精确,成功,武汉市新华路17号,114.26905207975891,30.588437133073835,0.005414920241094023,-0.002454133073836573
武汉同济医院1号楼,中南同济医学院第二医院办公楼,1955年,武汉市解放大道1095号,第十一批,二级,114.261176,30.57956,武汉市硚口区 - 华中科技大学同济医学院附属同济医院汉口院区1号楼(解放大道1095号华中科技大学同济医学院附属同济医院(汉口院区)) [POI],POI,精确,成功,武汉同济医院1号楼,114.25576343699827,30.582025529384023,0.005412563001740978,-0.0024655293840218917
武汉大道195号,天主教乐勒托修女会,20世纪20年代,武汉市汉阳大道195号,第十一批,二级,114.264373,30.549314,武汉市汉阳区 - 湖北省武汉市汉阳区汉阳大道195号,geocode,精确,成功,武汉市汉阳大道195号,114.25896328964645,30.55178881380282,0.005409710353561081,-0.0024748138028201083
西大街182号,天主教圣心堂,1941年,武汉市西大街182号,第十一批,二级,114.264919,30.547389,武汉市汉阳区 - 湖北省武汉市汉阳区西大街182#号,geocode,精确,成功,武汉市西大街182号,114.25950945376105,30.549864167745543,0.0054095462389511795,-0.0024751677455441268
居民住宅,美国生利洋行,1930年前,武汉市胜利街178号,第十二批,一级,114.301569,30.590955,武汉市江岸区 - 湖北省武汉市江岸区胜利街178号,geocode,精确,成功,武汉市胜利街178号,114.29612953868212,30.593371763801848,0.005439461317877203,-0.002416763801846855
居民住宅,车站路21号,1907年,武汉市车站路21号,第十二批,一级,114.301143,30.589649,武汉市江岸区 - 湖北省武汉市江岸区车站路21号,geocode,精确,成功,武汉市车站路21号,114.29570420111104,30.592066965086627,0.00543879888896015,-0.0024179650866251734
居民住宅,洞庭街85号老宅,1930年前,武汉市洞庭街85号,第十二批,一级,114.301564,30.588302,武汉市江岸区 - 湖北省武汉市江岸区洞庭街85号,geocode,精确,成功,武汉市洞庭街85号,114.29612477435693,30.590719789493203,0.005439225643073087,-0.0024177894932044808
居民住宅,日军“笔部队”驻地,1937年前,武汉市市政街39号,第十二批,一级,114.286586,30.574898,武汉市江汉区 - 汉口日军慰安所遗址(暂停开放)(文书巷33号(六渡桥地铁站B口步行380米)) [POI],POI,精确,成功,日军“笔部队”驻地,114.28116425845123,30.57734294015955,0.005421741548772729,-0.0024449401595489917
青龙巷90号,基督教圣救世主堂,1910年前后,武汉市青龙巷90号,第十二批,一级,114.302984,30.547955,武汉市武昌区 - 湖北省武汉市武昌区青龙巷90号,geocode,精确,成功,武汉市青龙巷90号,114.29754639524712,30.550385070225545,0.005437604752870584,-0.0024300702255430906
居民住宅,胜利街331号,1913年前,武汉市胜利街331号,第十二批,二级,114.308757,30.602409,武汉市江岸区 - 湖北省武汉市江岸区胜利街331号,geocode,精确,成功,武汉市胜利街331号,114.3033066708445,30.604808995807666,0.005450329155493705,-0.002399995807664368
居民住宅,民生轮船公司海员公寓,1954年,武汉市张自忠路1号,第十二批,二级,114.311186,30.603236,武汉市江岸区 - 湖北省武汉市江岸区张自忠路1号,geocode,精确,成功,武汉市张自忠路1号,114.30573203472129,30.60563132809382,0.005453965278718442,-0.0023953280938222576
居民住宅,邮局职员宿舍宿舍,1913年前,武汉市海寿街2-4号,第十二批,二级,114.300605,30.592247,武汉市江岸区 - 湖北省武汉市江岸区海寿街2-38号,geocode,精确,成功,武汉市海寿街2-4号,114.29516666452265,30.594664843815863,0.00543833547735062,-0.0024178438158628524
居民住宅,比利时驻汉口总领事馆,1913年前,武汉市蔡锷路21号,第十二批,二级,114.302842,30.590896,武汉市江岸区 - 湖北省武汉市江岸区蔡锷路21号,geocode,精确,成功,武汉市蔡锷路21号,114.2974008759295,30.593310674993987,0.005441124070500791,-0.0024146749939859546
居民住宅,黄兴路37-53号,1930年前,武汉市黄兴路37-53号,第十二批,二级,114.297266,30.590329,武汉市江岸区 - 湖北省武汉市江岸区黄兴路37号,geocode,精确,成功,武汉市黄兴路37-53号,114.29183193610027,30.59275289905845,0.005434063899727448,-0.002423899058449308
华新里,华新里,1912年,武汉市江岸区车站街道中山大道1110号,第十二批,二级,114.296233,30.587822,武汉市江岸区 - 湖北省武汉市江岸区街道中山大道,geocode,精确,成功,武汉市江岸区车站街道中山大道1110号,114.29080036317774,30.59024845470497,0.005432636822263248,-0.002426454704970382
辅仁里,辅仁里,1920年,武汉市辅仁里1-10号,第十二批,二级,114.29647,30.588087,武汉市江岸区 - 湖北省武汉市江岸区辅仁里1,geocode,精确,成功,武汉市辅仁里1-10号,114.29103706512838,30.59051298958319,0.005432934871620887,-0.0024259895831875156
居民住宅,华商北洋饭店,1924年,武汉市清芬二路号及三民路54-70号,第十二批,二级,114.285245,30.5743,武汉市江汉区 - 湖北省武汉市江汉区三民路54-70号,geocode,精确,成功,武汉市清芬二路号及三民路54-70号,114.27982443251723,30.576746857757623,0.0054205674827727535,-0.0024468577576222117
市城管执法委办公用房,丹麦宝隆洋行,1910年以前,武汉市胜利街305号,第十三批,一级,114.306484,30.5989,武汉市江岸区 - 湖北省武汉市江岸区胜利街305号,geocode,精确,成功,武汉市胜利街305号,114.3010372133837,30.60130536146002,0.0054467866163037115,-0.002405361460020572
江岸区市场监督管理局办公楼,丹麦金龙洋行,1910年以前,武汉市洞庭街141号,第十三批,一级,114.304117,30.591844,武汉市江岸区 - 湖北省武汉市江岸区洞庭街141号,geocode,精确,成功,武汉市洞庭街141号,114.29867408646604,30.594256164588664,0.005442913533968863,-0.0024121645886658882
居民住宅,四川美丰银行汉口分行,1934年,武汉市胜利街3号,第十三批,一级,114.293259,30.580251,武汉市江岸区 - 湖北省武汉市江岸区胜利街3号,geocode,精确,成功,武汉市胜利街3号,114.28783033421247,30.582684772199535,0.00542866578753376,-0.0024337721995344452
居民住宅,铁路饭店,1917年,武汉市车站路68号,第十三批,一级,114.298549,30.592265,武汉市江岸区 - 湖北省武汉市江岸区车站路68号,geocode,精确,成功,武汉市车站路68号,114.29311322530323,30.594686138781526,0.005435774696763929,-0.002421138781524945
居民住宅,德国美最时洋行电厂办公楼,1913年以后,武汉市沿江大道194—196号,第十三批,二级,114.30619,30.594741,武汉市江岸区 - 湖北省武汉市江岸区沿江大道194号,geocode,精确,成功,武汉市沿江大道194—196号,114.30074398467741,30.597148494087584,0.00544601532259037,-0.002407494087584894
联勤保障部队机关东、西办公楼,原中南军区办公楼,1939年以后,武汉市永清路20号,第十三批,二级,114.303215,30.61026,武汉市江岸区 - 湖北省武汉市江岸区永清路20号,geocode,精确,成功,武汉市永清路20号,114.29777170606772,30.61266642409102,0.005443293932273718,-0.0024064240910206536
汉庭酒店,汉口银行公会,1923年,武汉市江通路3号,第十三批,二级,114.259089,30.61725,武汉市江汉区 - 汉庭酒店(汉口火车站店)(金墩街特1号) [POI],POI,精确,成功,汉庭酒店,114.25367278577966,30.61970159314002,0.00541621422034666,-0.0024515931400230784
居民住宅,汉口特区警察署,1913年以前,武汉市胜利街112—114号,第十三批,二级,114.298264,30.587226,武汉市江岸区 - 湖北省武汉市江岸区胜利街112号,geocode,精确,成功,武汉市胜利街112—114号,114.29282900705701,30.589649522500036,0.005434992942994654,-0.002423522500034636
